"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: batchSize","Param: forceSafe","Param: intKey","Param: metaSync","Param: num","Param: sequential","Param: sync","Param: valRandom","Param: valSize","Param: writeMap"
"org.lmdbjava.bench.LmdbLwjgl.readSeq","ss",1,1,2006.324902,NaN,"ms/op",,,true,,10000000,false,,false,2026,true
"org.lmdbjava.bench.LmdbLwjgl.write","ss",1,1,24639.718588,NaN,"ms/op",,,true,false,10000000,true,false,false,2026,true
"org.lmdbjava.bench.LmdbLwjgl.write","ss",1,1,146170.699849,NaN,"ms/op",,,true,false,10000000,false,false,false,2026,true
"org.lmdbjava.bench.MapDb.readKey","ss",1,1,186230.685366,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.MapDb.readKey","ss",1,1,242916.735261,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.MapDb.readSeq","ss",1,1,7066.082785,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.MapDb.readSeq","ss",1,1,6744.528031,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.MapDb.write","ss",1,1,626492.597834,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.MapDb.write","ss",1,1,581837.785494,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.RocksDb.readKey","ss",1,1,32197.614787,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.RocksDb.readKey","ss",1,1,44790.249109,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.RocksDb.readSeq","ss",1,1,10338.269858,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.RocksDb.readSeq","ss",1,1,11506.663250,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.RocksDb.write","ss",1,1,53615.823116,NaN,"ms/op",1000000,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.RocksDb.write","ss",1,1,59849.329291,NaN,"ms/op",1000000,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.Xodus.readKey","ss",1,1,207935.145585,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.Xodus.readKey","ss",1,1,1578955.497375,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.Xodus.readSeq","ss",1,1,267189.031560,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.Xodus.readSeq","ss",1,1,203338.677881,NaN,"ms/op",,,true,,10000000,false,,false,2026,
"org.lmdbjava.bench.Xodus.write","ss",1,1,32443.517298,NaN,"ms/op",,,true,,10000000,true,,false,2026,
"org.lmdbjava.bench.Xodus.write","ss",1,1,894982.569215,NaN,"ms/op",,,true,,10000000,false,,false,2026,
