104000000 "(Flat Array)"
107036672 "LevelDB"
107057152 "RocksDB"
108937216 "MVStore"
116801536 "Chronicle"
118489088 "MapDB"
171601920 "LMDB DB"
171896832 "LMDB JNI"
172040192 "LMDB BB"
172314624 "LMDB BB"
473067520 "Xodus"
