"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: batchSize","Param: forceSafe","Param: intKey","Param: metaSync","Param: num","Param: sequential","Param: sync","Param: valRandom","Param: valSize","Param: writeMap"
"org.lmdbjava.bench.Xodus.readCrc","sample",1,9,1404.858823,181.008182,"ms/op",,,false,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readCrc","sample",1,9,1715.470336,408.681098,"ms/op",,,false,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readKey","sample",1,9,3486.398692,568.737668,"ms/op",,,true,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readKey","sample",1,9,4978.172814,681.756592,"ms/op",,,true,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readKey","sample",1,9,3686.327182,468.052012,"ms/op",,,false,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readKey","sample",1,9,4928.773234,635.364636,"ms/op",,,false,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readRev","sample",1,9,1174.871154,220.275811,"ms/op",,,true,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readRev","sample",1,9,1272.039196,144.533409,"ms/op",,,true,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readRev","sample",1,9,1157.045362,179.413053,"ms/op",,,false,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readRev","sample",1,9,1271.573163,141.064198,"ms/op",,,false,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readSeq","sample",1,11,1105.008454,158.397784,"ms/op",,,true,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readSeq","sample",1,9,1275.184924,170.398155,"ms/op",,,true,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readSeq","sample",1,12,1037.828096,72.017482,"ms/op",,,false,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readSeq","sample",1,9,1329.594368,248.538482,"ms/op",,,false,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readXxh64","sample",1,9,1275.534450,177.966522,"ms/op",,,true,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readXxh64","sample",1,9,1382.489202,106.306325,"ms/op",,,true,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.readXxh64","sample",1,9,1426.762411,252.135283,"ms/op",,,false,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.readXxh64","sample",1,9,1718.732572,520.161494,"ms/op",,,false,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.write","sample",1,18,674.205241,76.272299,"ms/op",,,true,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.write","sample",1,9,13981.013333,679.709179,"ms/op",,,true,,1000000,false,,false,100,
"org.lmdbjava.bench.Xodus.write","sample",1,17,832.199258,98.000560,"ms/op",,,false,,1000000,true,,false,100,
"org.lmdbjava.bench.Xodus.write","sample",1,9,16128.496981,3323.878545,"ms/op",,,false,,1000000,false,,false,100,
