Bytes	20576374784	org.lmdbjava.bench.Chronicle.readKey-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025
Bytes	20576509952	org.lmdbjava.bench.Chronicle.readKey-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025
Bytes	20587405312	org.lmdbjava.bench.LevelDB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025
Bytes	20592087040	org.lmdbjava.bench.LevelDB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025
Bytes	20550885376	org.lmdbjava.bench.LMDB DB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025-writeMap-true-compacted
Bytes	20550897664	org.lmdbjava.bench.LMDB DB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025-writeMap-true
Bytes	27449507840	org.lmdbjava.bench.LMDB DB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025-writeMap-true-compacted
Bytes	27449520128	org.lmdbjava.bench.LMDB DB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025-writeMap-true
Bytes	20550885376	org.lmdbjava.bench.LMDB DB.readSeq-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025-writeMap-true-compacted
Bytes	27442216960	org.lmdbjava.bench.LMDB DB.readSeq-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025-writeMap-true-compacted
Bytes	20550897664	org.lmdbjava.bench.LMDB BB.readKey-SingleShotTime-forceSafe-false-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025-writeMap-true
Bytes	27438403584	org.lmdbjava.bench.LMDB BB.readKey-SingleShotTime-forceSafe-false-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025-writeMap-true
Bytes	20550897664	org.lmdbjava.bench.LMDB JNI.readKey-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025-writeMap-true
Bytes	27447676928	org.lmdbjava.bench.LMDB JNI.readKey-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025-writeMap-true
Bytes	35337011200	org.lmdbjava.bench.MapDB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-true-valRandom-false-valSize-2025
Bytes	20879245312	org.lmdbjava.bench.MapDB.readKey-SingleShotTime-intKey-true-num-10000000-sequential-false-valRandom-false-valSize-2025
