Bytes	2075201536	org.lmdbjava.bench.LevelDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2020
Bytes	2081087488	org.lmdbjava.bench.LevelDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2025
Bytes	2088501248	org.lmdbjava.bench.LevelDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2030
Bytes	2057568256	org.lmdbjava.bench.LevelDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2020
Bytes	2059452416	org.lmdbjava.bench.LevelDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2025
Bytes	2073862144	org.lmdbjava.bench.LevelDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2030
Bytes	2055106560	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2020-writeMap-true-compacted
Bytes	2055118848	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2020-writeMap-true
Bytes	2055106560	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2025-writeMap-true-compacted
Bytes	2055118848	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2025-writeMap-true
Bytes	4118237184	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2030-writeMap-true-compacted
Bytes	4118249472	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2030-writeMap-true
Bytes	2744332288	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2020-writeMap-true-compacted
Bytes	2744344576	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2020-writeMap-true
Bytes	2746875904	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2025-writeMap-true-compacted
Bytes	2746888192	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2025-writeMap-true
Bytes	4128501760	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2030-writeMap-true-compacted
Bytes	4128514048	org.lmdbjava.bench.LmdbJavaAgrona.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2030-writeMap-true
Bytes	2069790720	org.lmdbjava.bench.RocksDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2020
Bytes	2073980928	org.lmdbjava.bench.RocksDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2025
Bytes	2078236672	org.lmdbjava.bench.RocksDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-2030
Bytes	2066350080	org.lmdbjava.bench.RocksDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2020
Bytes	2074247168	org.lmdbjava.bench.RocksDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2025
Bytes	2078076928	org.lmdbjava.bench.RocksDb.readKey-SingleShotTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-2030
