"LevelDb 2020" 2057568256
"LevelDb 2025" 2059452416
"LevelDb 2030" 2073862144
"LmdbJavaAgrona 2020" 2744344576
"LmdbJavaAgrona 2025" 2746888192
"LmdbJavaAgrona 2030" 4128514048
"RocksDb 2020" 2066350080
"RocksDb 2025" 2074247168
"RocksDb 2030" 2078076928
